Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds),,,,,,
9545318164,9479893753,1.80E+14,6.08E+14,12/01/25,Data Call,15:35:20,16:46:33,4273,,,,,,
9545318164,8411317962,1.80E+14,6.08E+14,05/02/25,Missed Call,05:11:54,N/A,0,,,,,,
9545318164,8987985353,1.80E+14,6.08E+14,01/02/25,Missed Call,07:20:04,N/A,0,,,,,,
9545318164,8411317962,1.80E+14,6.08E+14,01/02/25,SMS Out,03:00:40,N/A,0,,,,,,
9545318164,8948605246,1.80E+14,6.08E+14,03/02/25,SMS Out,20:40:21,N/A,0,,,,,,
9479893753,7127874467,9.99E+14,7.72E+14,29/01/25,SMS In,06:39:38,N/A,0,,,,,,
9479893753,8948605246,9.99E+14,7.72E+14,22/01/25,Data Call,12:27:23,12:35:30,487,,,,,,
9479893753,7574364867,9.99E+14,7.72E+14,21/01/25,Voice Out,16:56:45,18:12:33,4548,,,,,,
9479893753,7127874467,9.99E+14,7.72E+14,06/01/25,Voice In,22:46:49,23:58:49,4320,,,,,,
9479893753,8411317962,9.99E+14,7.72E+14,10/01/25,Missed Call,00:51:46,N/A,0,,,,,,
9479893753,9545318164,9.99E+14,7.72E+14,16/01/25,Voice In,08:56:19,10:04:48,4109,,,,,,
9479893753,8987985353,9.99E+14,7.72E+14,02/02/25,SMS Out,04:00:20,N/A,0,,,,,,
9479893753,8422167779,9.99E+14,7.72E+14,16/01/25,SMS In,23:34:47,N/A,0,,,,,,
7574364867,7127874467,4.89E+14,9.50E+14,21/01/25,SMS In,03:48:37,N/A,0,,,,,,
7574364867,8411317962,4.89E+14,9.50E+14,31/01/25,Data Call,01:25:21,02:58:13,5572,,,,,,
7574364867,8987985353,4.89E+14,9.50E+14,05/01/25,Data Call,16:10:10,17:57:01,6411,,,,,,
7574364867,8422167779,4.89E+14,9.50E+14,25/01/25,Voice In,11:26:41,14:21:09,10468,,,,,,
7574364867,8987985353,4.89E+14,9.50E+14,21/01/25,Voice Out,03:30:23,04:37:44,4041,,,,,,
8948605246,7662142757,9.11E+14,9.86E+14,29/01/25,SMS In,05:35:32,N/A,0,,,,,,
7127874467,7822841933,7.96E+14,7.60E+13,02/02/25,SMS Out,19:28:12,N/A,0,,,,,,
7127874467,9682352690,7.96E+14,7.60E+13,03/01/25,Voice In,10:39:08,12:07:07,5279,,,,,,
8422167779,7586771116,8.41E+14,9.30E+14,05/01/25,Missed Call,18:13:31,N/A,0,,,,,,
8987985353,8729262241,1.77E+14,6.77E+14,31/01/25,SMS In,13:45:19,N/A,0,,,,,,
8987985353,8367102312,1.77E+14,6.77E+14,03/02/25,Missed Call,04:14:31,N/A,0,,,,,,
8411317962,8124476066,2.48E+13,1.56E+14,29/01/25,SMS Out,16:22:04,N/A,0,,,,,,
9545318164,9127735605,1.80E+14,6.08E+14,08/01/25,Missed Call,18:25:56,N/A,0,,,,,,
9545318164,7347790129,1.80E+14,6.08E+14,03/01/25,Data Call,23:25:36,01:27:39,7323,,,,,,
9545318164,8285137997,1.80E+14,6.08E+14,04/02/25,Voice In,02:59:41,03:44:45,2704,,,,,,
9479893753,9127735605,9.99E+14,7.72E+14,16/01/25,Voice In,21:18:14,22:31:50,4416,,,,,,
9479893753,9244239956,9.99E+14,7.72E+14,11/01/25,Missed Call,12:13:43,N/A,0,,,,,,
7574364867,9214419760,4.89E+14,9.50E+14,26/01/25,Missed Call,05:46:49,N/A,0,,,,,,
7574364867,7905509947,4.89E+14,9.50E+14,08/01/25,Voice In,22:00:39,23:35:40,5701,,,,,,
7574364867,8085579424,4.89E+14,9.50E+14,30/01/25,Voice Out,22:11:56,23:14:00,3724,,,,,,
8015183862,8884699023,6.57E+14,1.38E+14,23/01/25,Data Call,21:23:23,23:12:31,6548,,,,,,
8015183862,8442092896,6.57E+14,1.38E+14,26/01/25,Voice Out,16:26:52,17:24:15,3443,,,,,,
8015183862,8655043637,6.57E+14,1.38E+14,03/01/25,SMS In,21:38:12,N/A,0,,,,,,
8015183862,8360844271,6.57E+14,1.38E+14,17/01/25,Data Call,22:53:25,01:07:45,8060,,,,,,
8015183862,8442092896,6.57E+14,1.38E+14,18/01/25,SMS Out,12:03:08,N/A,0,,,,,,
8015183862,9738237632,6.57E+14,1.38E+14,29/01/25,Voice In,09:17:04,10:53:11,5767,,,,,,
8655043637,8442092896,8.73E+14,2.47E+14,10/01/25,SMS Out,21:28:13,N/A,0,,,,,,
8655043637,8015183862,8.73E+14,2.47E+14,22/01/25,Voice In,22:50:49,00:10:11,4762,,,,,,
8655043637,8442092896,8.73E+14,2.47E+14,23/01/25,SMS Out,22:30:20,N/A,0,,,,,,
8655043637,9129091184,8.73E+14,2.47E+14,17/01/25,Data Call,05:58:02,07:24:36,5194,,,,,,
8655043637,9738237632,8.73E+14,2.47E+14,06/02/25,Voice In,22:06:48,22:10:15,207,,,,,,
8655043637,9738237632,8.73E+14,2.47E+14,01/02/25,SMS In,12:53:20,N/A,0,,,,,,
8655043637,7943156826,8.73E+14,2.47E+14,08/01/25,Voice Out,21:54:44,22:05:20,636,,,,,,
8655043637,8884699023,8.73E+14,2.47E+14,22/01/25,SMS In,12:33:28,N/A,0,,,,,,
8655043637,8015183862,8.73E+14,2.47E+14,08/01/25,SMS Out,15:33:56,N/A,0,,,,,,
8655043637,7943156826,8.73E+14,2.47E+14,04/02/25,Missed Call,11:24:13,N/A,0,,,,,,
7943156826,8360844271,1.45E+14,4.62E+14,24/01/25,SMS Out,20:26:27,N/A,0,,,,,,
7943156826,8884699023,1.45E+14,4.62E+14,22/01/25,SMS Out,22:37:46,N/A,0,,,,,,
7943156826,8884699023,1.45E+14,4.62E+14,03/02/25,Missed Call,18:10:58,N/A,0,,,,,,
7943156826,8360844271,1.45E+14,4.62E+14,02/01/25,SMS Out,10:48:07,N/A,0,,,,,,
7943156826,8655043637,1.45E+14,4.62E+14,08/01/25,Data Call,18:28:12,19:44:30,4578,,,,,,
7943156826,8015183862,1.45E+14,4.62E+14,12/01/25,SMS Out,02:35:04,N/A,0,,,,,,
7943156826,8884699023,1.45E+14,4.62E+14,01/02/25,Data Call,16:28:25,17:07:48,2363,,,,,,
8360844271,8442092896,1.45E+14,6.80E+14,05/01/25,SMS Out,02:35:15,N/A,0,,,,,,
8360844271,9129091184,1.45E+14,6.80E+14,06/01/25,Voice Out,11:46:04,12:47:50,3706,,,,,,
8360844271,8884699023,1.45E+14,6.80E+14,19/01/25,Data Call,14:31:40,15:06:06,2066,,,,,,
8360844271,9129091184,1.45E+14,6.80E+14,27/01/25,Voice Out,10:52:16,12:57:14,7498,,,,,,
8360844271,7943156826,1.45E+14,6.80E+14,23/01/25,Missed Call,21:24:58,N/A,0,,,,,,
8360844271,9129091184,1.45E+14,6.80E+14,23/01/25,Data Call,02:38:24,03:31:32,3188,,,,,,
8360844271,8442092896,1.45E+14,6.80E+14,19/01/25,Voice In,02:17:40,04:52:33,9293,,,,,,
8360844271,8884699023,1.45E+14,6.80E+14,19/01/25,SMS In,06:43:53,N/A,0,,,,,,
8360844271,9129091184,1.45E+14,6.80E+14,20/01/25,Voice In,14:38:48,16:44:12,7524,,,,,,
8360844271,8655043637,1.45E+14,6.80E+14,05/02/25,Missed Call,20:46:51,N/A,0,,,,,,
8884699023,8015183862,4.25E+14,6.96E+14,16/01/25,Voice Out,13:50:57,15:47:23,6986,,,,,,
8884699023,8655043637,4.25E+14,6.96E+14,12/01/25,Voice Out,10:32:49,12:46:12,8003,,,,,,
8884699023,8442092896,4.25E+14,6.96E+14,03/01/25,Voice Out,19:15:42,20:01:55,2773,,,,,,
8884699023,9738237632,4.25E+14,6.96E+14,04/02/25,Data Call,16:26:31,18:23:48,7037,,,,,,
8884699023,8655043637,4.25E+14,6.96E+14,03/02/25,Voice In,21:59:58,00:15:23,8125,,,,,,
8884699023,7943156826,4.25E+14,6.96E+14,01/02/25,Voice In,10:57:44,12:23:51,5167,,,,,,
8884699023,7943156826,4.25E+14,6.96E+14,20/01/25,Voice Out,08:43:17,09:43:21,3604,,,,,,
9129091184,8015183862,3.33E+14,7.32E+14,01/01/25,Missed Call,11:42:52,N/A,0,,,,,,
9129091184,9738237632,3.33E+14,7.32E+14,31/01/25,Data Call,23:03:13,23:55:02,3109,,,,,,
9129091184,8884699023,3.33E+14,7.32E+14,10/01/25,Voice In,01:36:49,04:07:17,9028,,,,,,
9129091184,8884699023,3.33E+14,7.32E+14,11/01/25,Data Call,06:01:27,06:39:52,2305,,,,,,
9129091184,8884699023,3.33E+14,7.32E+14,12/01/25,Voice Out,06:16:19,06:56:23,2404,,,,,,
9129091184,8442092896,3.33E+14,7.32E+14,27/01/25,Missed Call,09:19:23,N/A,0,,,,,,
9129091184,8015183862,3.33E+14,7.32E+14,04/02/25,SMS Out,13:05:35,N/A,0,,,,,,
9129091184,9738237632,3.33E+14,7.32E+14,09/01/25,SMS Out,23:24:34,N/A,0,,,,,,
9129091184,8360844271,3.33E+14,7.32E+14,03/01/25,SMS In,17:54:45,N/A,0,,,,,,
9738237632,8655043637,6.52E+14,1.53E+14,22/01/25,Missed Call,07:30:46,N/A,0,,,,,,
9738237632,8884699023,6.52E+14,1.53E+14,28/01/25,Data Call,02:15:55,04:49:23,9208,,,,,,
9738237632,8442092896,6.52E+14,1.53E+14,04/02/25,Data Call,08:46:54,09:29:35,2561,,,,,,
9738237632,8655043637,6.52E+14,1.53E+14,28/01/25,Voice In,01:24:31,02:01:51,2240,,,,,,
9738237632,8884699023,6.52E+14,1.53E+14,04/02/25,Voice In,06:53:03,06:54:06,63,,,,,,
8442092896,9738237632,8.31E+14,9.39E+14,02/01/25,Voice In,02:40:26,05:25:08,9882,,,,,,
8442092896,8015183862,8.31E+14,9.39E+14,16/01/25,SMS Out,23:05:23,N/A,0,,,,,,
8442092896,9129091184,8.31E+14,9.39E+14,05/02/25,Data Call,10:32:13,12:31:13,7140,,,,,,
8442092896,8655043637,8.31E+14,9.39E+14,22/01/25,SMS In,08:06:23,N/A,0,,,,,,
8442092896,8655043637,8.31E+14,9.39E+14,02/02/25,Data Call,07:27:26,09:31:33,7447,,,,,,
8015183862,8895023898,6.57E+14,1.38E+14,05/02/25,Voice In,11:28:59,11:44:25,926,,,,,,
8015183862,8998172661,6.57E+14,1.38E+14,08/01/25,Data Call,18:01:39,20:22:48,8469,,,,,,
8015183862,9570253451,6.57E+14,1.38E+14,06/01/25,Voice In,02:23:37,03:59:09,5732,,,,,,
8655043637,9475468644,8.73E+14,2.47E+14,09/01/25,Missed Call,08:53:58,N/A,0,,,,,,
7943156826,7950475227,1.45E+14,4.62E+14,28/01/25,SMS In,23:39:22,N/A,0,,,,,,
7943156826,7269308832,1.45E+14,4.62E+14,22/01/25,Missed Call,05:42:04,N/A,0,,,,,,
8360844271,8286975694,1.45E+14,6.80E+14,22/01/25,SMS Out,00:04:56,N/A,0,,,,,,
8884699023,8203398731,4.25E+14,6.96E+14,19/01/25,SMS Out,07:46:24,N/A,0,,,,,,
9129091184,8712130766,3.33E+14,7.32E+14,20/01/25,SMS In,07:24:16,N/A,0,,,,,,
9129091184,8391908419,3.33E+14,7.32E+14,27/01/25,SMS Out,04:56:12,N/A,0,,,,,,
9738237632,7436285301,6.52E+14,1.53E+14,20/01/25,SMS Out,11:40:10,N/A,0,,,,,,
8442092896,9484759334,8.31E+14,9.39E+14,28/01/25,SMS In,00:07:09,N/A,0,,,,,,
9714180729,9286054563,2.64E+14,9.95E+14,29/01/25,SMS In,03:29:20,N/A,0,,,,,,
9714180729,9286054563,2.64E+14,9.95E+14,04/02/25,Missed Call,03:26:17,N/A,0,,,,,,
9714180729,8367102312,2.64E+14,9.95E+14,15/01/25,SMS In,20:11:46,N/A,0,,,,,,
9714180729,9286054563,2.64E+14,9.95E+14,29/01/25,Missed Call,17:23:30,N/A,0,,,,,,
9714180729,7796873218,2.64E+14,9.95E+14,25/01/25,Data Call,07:56:47,10:49:07,10340,,,,,,
9714180729,7050060056,2.64E+14,9.95E+14,04/01/25,Voice In,10:57:54,11:54:24,3390,,,,,,
9714180729,7050060056,2.64E+14,9.95E+14,08/01/25,Voice Out,21:21:10,22:27:56,4006,,,,,,
9714180729,7615765142,2.64E+14,9.95E+14,22/01/25,SMS In,05:52:28,N/A,0,,,,,,
9714180729,7615765142,2.64E+14,9.95E+14,06/01/25,Data Call,00:43:17,01:34:40,3083,,,,,,
9714180729,7525085822,2.64E+14,9.95E+14,04/02/25,Missed Call,21:26:38,N/A,0,,,,,,
9828519212,9286054563,5.53E+14,8.05E+14,12/01/25,Voice In,17:38:45,18:01:12,1347,,,,,,
9828519212,9714180729,5.53E+14,8.05E+14,04/02/25,Data Call,04:17:29,05:25:48,4099,,,,,,
9828519212,7615765142,5.53E+14,8.05E+14,09/01/25,SMS Out,18:57:57,N/A,0,,,,,,
9828519212,7615765142,5.53E+14,8.05E+14,02/01/25,Voice In,19:02:12,20:29:05,5213,,,,,,
9828519212,9286054563,5.53E+14,8.05E+14,13/01/25,Voice In,13:51:02,16:13:05,8523,,,,,,
9828519212,7525085822,5.53E+14,8.05E+14,14/01/25,Data Call,20:09:45,20:23:00,795,,,,,,
9828519212,9714180729,5.53E+14,8.05E+14,06/01/25,Voice Out,10:35:06,12:50:27,8121,,,,,,
9828519212,7796873218,5.53E+14,8.05E+14,02/01/25,SMS Out,03:15:13,N/A,0,,,,,,
9828519212,7525085822,5.53E+14,8.05E+14,17/01/25,SMS In,14:29:49,N/A,0,,,,,,
9828519212,8367102312,5.53E+14,8.05E+14,21/01/25,SMS In,23:52:58,N/A,0,,,,,,
8367102312,7050060056,9.25E+14,9.08E+13,02/01/25,SMS In,19:51:57,N/A,0,,,,,,
8367102312,7525085822,9.25E+14,9.08E+13,07/01/25,Data Call,16:15:04,16:24:05,541,,,,,,
8367102312,9714180729,9.25E+14,9.08E+13,14/01/25,SMS In,12:08:19,N/A,0,,,,,,
8367102312,7050060056,9.25E+14,9.08E+13,05/02/25,SMS In,20:55:38,N/A,0,,,,,,
8367102312,9828519212,9.25E+14,9.08E+13,12/01/25,Voice Out,20:24:59,22:50:39,8740,,,,,,
8367102312,9286054563,9.25E+14,9.08E+13,25/01/25,Missed Call,12:12:56,N/A,0,,,,,,
8367102312,9286054563,9.25E+14,9.08E+13,26/01/25,Missed Call,08:11:00,N/A,0,,,,,,
8367102312,7796873218,9.25E+14,9.08E+13,05/02/25,Missed Call,03:05:14,N/A,0,,,,,,
8367102312,7050060056,9.25E+14,9.08E+13,02/01/25,SMS Out,12:06:10,N/A,0,,,,,,
8367102312,9286054563,9.25E+14,9.08E+13,08/01/25,Missed Call,14:19:01,N/A,0,,,,,,
7050060056,8367102312,1.77E+14,7.10E+14,05/02/25,Data Call,04:35:12,05:34:23,3551,,,,,,
7050060056,7796873218,1.77E+14,7.10E+14,03/01/25,Data Call,04:02:30,04:49:17,2807,,,,,,
7050060056,9286054563,1.77E+14,7.10E+14,18/01/25,SMS Out,06:09:21,N/A,0,,,,,,
7050060056,9286054563,1.77E+14,7.10E+14,30/01/25,SMS In,22:47:39,N/A,0,,,,,,
7050060056,8367102312,1.77E+14,7.10E+14,30/01/25,SMS In,07:18:10,N/A,0,,,,,,
7050060056,7525085822,1.77E+14,7.10E+14,17/01/25,SMS In,01:53:22,N/A,0,,,,,,
7050060056,9714180729,1.77E+14,7.10E+14,08/01/25,Data Call,02:32:10,03:46:43,4473,,,,,,
7050060056,7796873218,1.77E+14,7.10E+14,06/01/25,Voice Out,11:52:01,12:42:03,3002,,,,,,
7050060056,9714180729,1.77E+14,7.10E+14,06/02/25,Voice In,08:45:36,08:54:20,524,,,,,,
9286054563,9714180729,8.19E+14,5.20E+14,18/01/25,Data Call,18:01:25,19:22:34,4869,,,,,,
9286054563,9828519212,8.19E+14,5.20E+14,29/01/25,Voice In,20:06:23,22:47:06,9643,,,,,,
9286054563,9828519212,8.19E+14,5.20E+14,31/01/25,Missed Call,12:54:05,N/A,0,,,,,,
9286054563,7525085822,8.19E+14,5.20E+14,28/01/25,Voice In,03:24:59,03:59:14,2055,,,,,,
9286054563,7525085822,8.19E+14,5.20E+14,05/01/25,SMS Out,14:04:53,N/A,0,,,,,,
9286054563,7796873218,8.19E+14,5.20E+14,26/01/25,Data Call,04:25:50,04:38:30,760,,,,,,
9286054563,8367102312,8.19E+14,5.20E+14,13/01/25,SMS In,22:11:17,N/A,0,,,,,,
7525085822,9286054563,8.71E+14,4.82E+14,27/01/25,Voice Out,18:59:36,20:45:59,6383,,,,,,
7525085822,7050060056,8.71E+14,4.82E+14,05/01/25,Voice In,20:47:34,21:57:03,4169,,,,,,
7525085822,9714180729,8.71E+14,4.82E+14,09/01/25,Voice Out,05:50:28,06:46:30,3362,,,,,,
7525085822,8367102312,8.71E+14,4.82E+14,19/01/25,Voice In,10:01:21,10:59:28,3487,,,,,,
7525085822,7615765142,8.71E+14,4.82E+14,27/01/25,SMS In,00:07:04,N/A,0,,,,,,
7525085822,7796873218,8.71E+14,4.82E+14,30/01/25,Voice In,14:00:30,16:02:24,7314,,,,,,
7525085822,9714180729,8.71E+14,4.82E+14,19/01/25,Voice Out,11:37:53,14:04:54,8821,,,,,,
7615765142,7796873218,5.45E+14,7.00E+14,01/02/25,Voice Out,15:12:08,17:34:58,8570,,,,,,
7615765142,9828519212,5.45E+14,7.00E+14,22/01/25,Voice Out,19:21:36,21:16:45,6909,,,,,,
7615765142,7050060056,5.45E+14,7.00E+14,11/01/25,SMS Out,23:10:54,N/A,0,,,,,,
7615765142,7525085822,5.45E+14,7.00E+14,16/01/25,Data Call,21:11:57,21:15:51,234,,,,,,
7615765142,7525085822,5.45E+14,7.00E+14,02/01/25,Missed Call,16:06:08,N/A,0,,,,,,
7615765142,9286054563,5.45E+14,7.00E+14,14/01/25,SMS Out,21:10:10,N/A,0,,,,,,
7615765142,9714180729,5.45E+14,7.00E+14,03/01/25,Voice Out,11:42:12,13:23:01,6049,,,,,,
7615765142,7525085822,5.45E+14,7.00E+14,04/01/25,Missed Call,16:52:56,N/A,0,,,,,,
7796873218,7525085822,6.52E+13,7.18E+14,25/01/25,SMS Out,15:53:01,N/A,0,,,,,,
7796873218,9714180729,6.52E+13,7.18E+14,02/02/25,SMS Out,15:37:39,N/A,0,,,,,,
7796873218,8367102312,6.52E+13,7.18E+14,25/01/25,Voice Out,20:18:16,20:22:46,270,,,,,,
7796873218,9714180729,6.52E+13,7.18E+14,06/02/25,Voice Out,14:44:35,15:37:31,3176,,,,,,
7796873218,7525085822,6.52E+13,7.18E+14,28/01/25,SMS Out,13:52:19,N/A,0,,,,,,
7796873218,9828519212,6.52E+13,7.18E+14,01/01/25,SMS In,10:07:03,N/A,0,,,,,,
7796873218,8367102312,6.52E+13,7.18E+14,12/01/25,Data Call,08:05:18,10:40:12,9294,,,,,,
7796873218,7050060056,6.52E+13,7.18E+14,03/01/25,Voice Out,04:22:29,05:04:04,2495,,,,,,
7796873218,7525085822,6.52E+13,7.18E+14,01/02/25,Data Call,14:04:02,15:42:21,5899,,,,,,
7796873218,9286054563,6.52E+13,7.18E+14,28/01/25,Missed Call,09:47:50,N/A,0,,,,,,
9714180729,8753521140,2.64E+14,9.95E+14,19/01/25,SMS In,17:41:20,N/A,0,,,,,,
9714180729,9476534602,2.64E+14,9.95E+14,03/02/25,Voice In,04:51:51,05:59:13,4042,,,,,,
9828519212,8759096809,5.53E+14,8.05E+14,05/01/25,Voice In,16:30:09,18:59:47,8978,,,,,,
9828519212,7951288881,5.53E+14,8.05E+14,22/01/25,Voice In,18:10:20,19:32:05,4905,,,,,,
8367102312,9682352690,9.25E+14,9.08E+13,02/02/25,SMS Out,23:52:04,N/A,0,,,,,,
8367102312,8203398731,9.25E+14,9.08E+13,02/01/25,SMS Out,17:37:46,N/A,0,,,,,,
8367102312,9763871761,9.25E+14,9.08E+13,29/01/25,Missed Call,07:22:31,N/A,0,,,,,,
7050060056,7951288881,1.77E+14,7.10E+14,10/01/25,SMS In,20:37:34,N/A,0,,,,,,
7050060056,7977423349,1.77E+14,7.10E+14,16/01/25,SMS Out,13:08:24,N/A,0,,,,,,
9286054563,9763871761,8.19E+14,5.20E+14,02/01/25,Voice Out,10:57:15,13:22:45,8730,,,,,,
7525085822,7003643761,8.71E+14,4.82E+14,28/01/25,Data Call,13:08:44,15:42:49,9245,,,,,,
7615765142,7092769173,5.45E+14,7.00E+14,04/01/25,Data Call,10:32:48,11:00:29,1661,,,,,,
7796873218,9214419760,6.52E+13,7.18E+14,08/01/25,SMS In,11:19:22,N/A,0,,,,,,
7796873218,7956708682,6.52E+13,7.18E+14,01/02/25,SMS In,22:01:57,N/A,0,,,,,,
7796873218,9763871761,6.52E+13,7.18E+14,05/01/25,Data Call,03:56:25,06:38:49,9744,,,,,,
7702227209,7019187237,4.75E+14,4.28E+14,11/01/25,SMS Out,13:54:39,N/A,0,,,,,,
7702227209,7666314985,4.75E+14,4.28E+14,11/01/25,SMS In,09:02:27,N/A,0,,,,,,
7702227209,7666314985,4.75E+14,4.28E+14,15/01/25,Missed Call,13:58:22,N/A,0,,,,,,
7702227209,7019187237,4.75E+14,4.28E+14,08/01/25,SMS Out,11:33:09,N/A,0,,,,,,
7702227209,7602711680,4.75E+14,4.28E+14,07/01/25,Missed Call,16:47:42,N/A,0,,,,,,
7702227209,7019187237,4.75E+14,4.28E+14,22/01/25,Voice In,11:19:19,11:31:26,727,,,,,,
7702227209,7019187237,4.75E+14,4.28E+14,31/01/25,Voice Out,14:48:15,14:50:56,161,,,,,,
7702227209,9185302106,4.75E+14,4.28E+14,06/01/25,Data Call,08:29:47,09:58:54,5347,,,,,,
7019187237,7602711680,7.88E+14,4.50E+14,31/01/25,Voice Out,19:37:50,21:44:23,7593,,,,,,
7019187237,7228959548,7.88E+14,4.50E+14,26/01/25,SMS In,07:22:23,N/A,0,,,,,,
7019187237,9185302106,7.88E+14,4.50E+14,21/01/25,Missed Call,03:17:17,N/A,0,,,,,,
7019187237,7702227209,7.88E+14,4.50E+14,13/01/25,Data Call,13:08:51,14:40:28,5497,,,,,,
7019187237,7666314985,7.88E+14,4.50E+14,25/01/25,Voice Out,18:47:21,20:35:20,6479,,,,,,
7019187237,9185302106,7.88E+14,4.50E+14,10/01/25,Data Call,08:24:52,10:28:23,7411,,,,,,
7019187237,7602711680,7.88E+14,4.50E+14,11/01/25,SMS In,02:03:50,N/A,0,,,,,,
7019187237,7666314985,7.88E+14,4.50E+14,09/01/25,Data Call,01:14:05,01:44:00,1795,,,,,,
7019187237,7602711680,7.88E+14,4.50E+14,04/01/25,SMS In,06:55:38,N/A,0,,,,,,
9185302106,9495373855,5.85E+13,2.08E+14,22/01/25,SMS Out,00:20:47,N/A,0,,,,,,
9185302106,7666314985,5.85E+13,2.08E+14,15/01/25,SMS In,13:36:56,N/A,0,,,,,,
9185302106,7228959548,5.85E+13,2.08E+14,24/01/25,Data Call,16:19:36,16:26:52,436,,,,,,
9185302106,7228959548,5.85E+13,2.08E+14,29/01/25,Missed Call,22:16:43,N/A,0,,,,,,
9185302106,9475468644,5.85E+13,2.08E+14,19/01/25,SMS Out,09:42:23,N/A,0,,,,,,
9185302106,9495373855,5.85E+13,2.08E+14,14/01/25,SMS Out,18:10:48,N/A,0,,,,,,
9185302106,7702227209,5.85E+13,2.08E+14,11/01/25,Voice Out,02:49:01,03:17:40,1719,,,,,,
9185302106,7019187237,5.85E+13,2.08E+14,28/01/25,Voice Out,07:48:34,09:38:19,6585,,,,,,
9185302106,7702227209,5.85E+13,2.08E+14,17/01/25,Data Call,07:09:05,08:14:05,3900,,,,,,
9185302106,7666314985,5.85E+13,2.08E+14,16/01/25,SMS In,10:11:26,N/A,0,,,,,,
7228959548,9495373855,4.29E+13,7.59E+14,19/01/25,Data Call,16:18:45,18:47:41,8936,,,,,,
7282050919,7019187237,6.37E+14,2.28E+14,11/01/25,Voice Out,02:49:01,03:17:40,1719,,,,,,
7228959548,7702227209,4.29E+13,7.59E+14,05/01/25,SMS Out,04:14:24,N/A,0,,,,,,
7228959548,9475468644,4.29E+13,7.59E+14,17/01/25,Voice In,05:26:02,06:56:22,5420,,,,,,
7228959548,9495373855,4.29E+13,7.59E+14,23/01/25,Data Call,21:42:43,23:53:00,7817,,,,,,
7228959548,7666314985,4.29E+13,7.59E+14,06/01/25,Voice In,17:52:12,18:00:12,480,,,,,,
7228959548,9495373855,4.29E+13,7.59E+14,04/01/25,SMS Out,17:23:59,N/A,0,,,,,,
7228959548,9185302106,4.29E+13,7.59E+14,06/02/25,SMS Out,23:39:31,N/A,0,,,,,,
7228959548,7019187237,4.29E+13,7.59E+14,05/01/25,Voice In,13:08:46,15:15:26,7600,,,,,,
7228959548,7702227209,4.29E+13,7.59E+14,25/01/25,Missed Call,22:04:59,N/A,0,,,,,,
9495373855,9475468644,5.94E+14,7.66E+14,04/02/25,SMS Out,13:50:12,N/A,0,,,,,,
9495373855,9185302106,5.94E+14,7.66E+14,01/01/25,Data Call,10:20:10,11:16:38,3388,,,,,,
9495373855,7702227209,5.94E+14,7.66E+14,25/01/25,SMS In,03:15:40,N/A,0,,,,,,
9495373855,7602711680,5.94E+14,7.66E+14,04/01/25,Missed Call,14:08:52,N/A,0,,,,,,
9495373855,7666314985,5.94E+14,7.66E+14,07/01/25,Voice In,01:02:19,01:20:28,1089,,,,,,
9495373855,7228959548,5.94E+14,7.66E+14,03/02/25,Voice In,00:35:58,01:36:35,3637,,,,,,
9495373855,7666314985,5.94E+14,7.66E+14,09/01/25,Missed Call,20:05:20,N/A,0,,,,,,
9495373855,7228959548,5.94E+14,7.66E+14,04/01/25,Voice Out,04:21:55,05:49:48,5273,,,,,,
7666314985,7228959548,7.24E+14,7.54E+13,06/02/25,Missed Call,03:34:46,N/A,0,,,,,,
7666314985,9495373855,7.24E+14,7.54E+13,02/02/25,SMS Out,02:08:45,N/A,0,,,,,,
7666314985,7019187237,7.24E+14,7.54E+13,02/01/25,Voice In,18:22:11,20:47:16,8705,,,,,,
7666314985,7228959548,7.24E+14,7.54E+13,27/01/25,SMS Out,14:41:58,N/A,0,,,,,,
7666314985,9495373855,7.24E+14,7.54E+13,25/01/25,Voice In,13:05:29,15:19:51,8062,,,,,,
7666314985,7019187237,7.24E+14,7.54E+13,30/01/25,Missed Call,06:02:43,N/A,0,,,,,,
7602711680,9475468644,7.16E+14,4.15E+14,29/01/25,SMS In,01:12:24,N/A,0,,,,,,
7602711680,7228959548,7.16E+14,4.15E+14,02/01/25,Data Call,17:32:26,17:52:59,1233,,,,,,
7602711680,9475468644,7.16E+14,4.15E+14,10/01/25,Voice In,21:52:16,00:33:21,9665,,,,,,
7602711680,9475468644,7.16E+14,4.15E+14,29/01/25,SMS In,20:57:26,N/A,0,,,,,,
7602711680,9495373855,7.16E+14,4.15E+14,22/01/25,Missed Call,19:44:53,N/A,0,,,,,,
7602711680,7702227209,7.16E+14,4.15E+14,05/02/25,Data Call,13:58:54,16:40:52,9718,,,,,,
7602711680,9185302106,7.16E+14,4.15E+14,31/01/25,SMS In,15:31:10,N/A,0,,,,,,
7602711680,7666314985,7.16E+14,4.15E+14,12/01/25,SMS In,02:34:46,N/A,0,,,,,,
7602711680,7228959548,7.16E+14,4.15E+14,04/02/25,Voice In,15:53:19,18:48:24,10505,,,,,,
9475468644,7228959548,2.63E+14,3.29E+14,02/01/25,Missed Call,22:33:43,N/A,0,,,,,,
9475468644,9495373855,2.63E+14,3.29E+14,21/01/25,Missed Call,20:12:53,N/A,0,,,,,,
9475468644,7666314985,2.63E+14,3.29E+14,01/02/25,Data Call,18:42:45,18:52:19,574,,,,,,
9475468644,7602711680,2.63E+14,3.29E+14,01/02/25,SMS Out,00:15:09,N/A,0,,,,,,
